Sales,Discount,Quantity,Shipping_Cost,Category,Market,Segment,Ship_Mode,Region,Month_Num,Quarter,Profit_Margin,Profit,Scenario
114,0.0,4,4.72,Office Supplies,APAC,Corporate,Standard Class,Central,7,3,17.94001270840168,20.45,normal
68,0.0,2,39.64,Furniture,EMEA,Corporate,Standard Class,EMEA,7,3,12.915452507624918,8.78,normal
290,0.6,3,63.42,Office Supplies,EU,Consumer,Same Day,Central Asia,6,2,-17.5557274008077,-50.91,normal
134,0.0,4,14.02,Office Supplies,US,Consumer,First Class,West,12,4,16.02526176214062,21.47,normal
79,0.5,2,0.0,Furniture,US,Corporate,Standard Class,Central,11,4,-21.89497781900671,-17.3,normal
146,0.0,2,76.88,Office Supplies,APAC,Consumer,Standard Class,East,3,1,7.4374589802817965,10.86,normal
103,0.2,4,67.69,Technology,EU,Consumer,First Class,West,3,1,6.446426285038771,6.64,normal
950,0.2,1,0.0,Furniture,EMEA,Corporate,Standard Class,Africa,7,3,-0.6417793990534961,-6.1,normal
499,0.5,1,104.04,Office Supplies,EU,Consumer,Standard Class,East,3,1,-17.930837218145648,-89.47,normal
244,0.2,5,93.42,Office Supplies,Africa,Home Office,Standard Class,EMEA,9,3,-2.101881748954134,-5.13,normal
805,0.2,1,34.07,Technology,EU,Home Office,Standard Class,South,3,1,3.7957703595818724,30.56,normal
262,0.0,5,30.94,Office Supplies,APAC,Corporate,Same Day,North,8,3,14.416525545405673,37.77,normal
123,0.0,5,58.12,Office Supplies,LATAM,Consumer,Second Class,Africa,1,1,16.99763347111917,20.91,normal
833,0.0,1,0.0,Office Supplies,Africa,Consumer,Standard Class,Africa,6,2,15.56589324470394,129.66,normal
379,0.1,2,28.1,Office Supplies,LATAM,Consumer,Standard Class,Africa,10,4,13.824201741518188,52.39,normal
107,0.0,6,0.0,Technology,EMEA,Consumer,Second Class,Central Asia,8,3,14.893187831863816,15.94,normal
211,0.1,1,76.59,Office Supplies,EMEA,Home Office,First Class,North Asia,12,4,11.643176676172299,24.57,normal
122,0.0,2,0.0,Office Supplies,LATAM,Consumer,Second Class,North Asia,11,4,15.141896229386184,18.47,normal
81,0.0,5,112.52,Office Supplies,APAC,Consumer,Second Class,Southeast Asia,6,2,17.084007372355753,13.84,normal
517,0.1,5,7.46,Office Supplies,US,Consumer,Standard Class,Central Asia,1,1,7.690455410203369,39.76,normal
1135,0.0,3,14.25,Office Supplies,LATAM,Corporate,First Class,Central,11,4,18.21504112167177,206.74,normal
80,0.0,2,0.0,Technology,US,Consumer,Second Class,South,12,4,18.88567427503573,15.11,normal
386,0.0,7,9.87,Office Supplies,EU,Consumer,Standard Class,North,11,4,12.961665045246752,50.03,normal
146,0.002,7,107.65,Technology,EU,Consumer,Second Class,East,3,1,17.843927913260433,26.05,normal
166,0.1,6,0.0,Furniture,US,Home Office,Standard Class,North,12,4,5.281332423188702,8.77,normal
153,0.0,4,99.54,Office Supplies,LATAM,Consumer,Standard Class,West,5,2,16.46753505191338,25.2,normal
123,0.0,2,45.74,Office Supplies,EU,Home Office,Standard Class,Central,10,4,11.460669751876473,14.1,normal
256,0.0,2,0.0,Office Supplies,LATAM,Home Office,Standard Class,South,12,4,14.911944893652917,38.17,normal
126,0.4,5,0.0,Office Supplies,LATAM,Consumer,Standard Class,West,5,2,-7.814078242052007,-9.85,normal
306,0.2,4,122.43,Furniture,EU,Corporate,Standard Class,Central,12,4,0.09906992157909969,0.3,normal
236,0.0,7,0.0,Furniture,EMEA,Consumer,Standard Class,EMEA,6,2,16.040823733166988,37.86,normal
203,0.0,5,0.0,Office Supplies,LATAM,Home Office,Standard Class,South,12,4,17.322068322213156,35.16,normal
119,0.0,1,91.54,Technology,EU,Corporate,Standard Class,EMEA,5,2,17.97755760977776,21.39,normal
155,0.2,6,45.77,Furniture,US,Consumer,Standard Class,West,12,4,0.6500672924930194,1.01,normal
451,0.4,1,0.0,Furniture,LATAM,Consumer,Second Class,EMEA,2,1,-11.113003345554,-50.12,normal
368,0.0,3,38.79,Office Supplies,LATAM,Consumer,Standard Class,Africa,10,4,16.209898812500473,59.65,normal
112,0.0,4,0.0,Office Supplies,Africa,Home Office,Standard Class,Central,8,3,9.523026013006177,10.67,normal
266,0.0,8,89.45,Office Supplies,US,Consumer,First Class,Southeast Asia,8,3,14.095421112691959,37.49,normal
449,0.3,11,87.19,Furniture,EU,Corporate,Second Class,EMEA,5,2,-10.45331720458028,-46.94,normal
64,0.0,5,56.86,Office Supplies,US,Consumer,First Class,Oceania,10,4,18.83484284237846,12.05,normal
380,0.4,3,47.1,Office Supplies,APAC,Home Office,Standard Class,West,4,2,-9.182548560008783,-34.89,normal
145,0.2,5,127.29,Office Supplies,US,Consumer,Standard Class,Central,9,3,2.419977150961132,3.51,normal
389,0.0,5,26.36,Office Supplies,EU,Corporate,Second Class,North Asia,5,2,17.690391996099706,68.82,normal
133,0.0,3,0.0,Office Supplies,EU,Consumer,Standard Class,Africa,12,4,16.266974392349624,21.64,normal
58,0.0,8,52.13,Furniture,LATAM,Corporate,Standard Class,EMEA,1,1,8.614096456862379,5.0,normal
67,0.2,4,145.9,Office Supplies,APAC,Consumer,Standard Class,Central,4,2,2.7872839124178936,1.87,normal
256,0.4,5,0.0,Office Supplies,APAC,Consumer,First Class,Central Asia,5,2,-10.005500919679154,-25.61,normal
303,0.2,5,5.67,Office Supplies,Africa,Consumer,Standard Class,West,7,3,-2.233598665818162,-6.77,normal
119,0.0,4,50.24,Office Supplies,LATAM,Corporate,First Class,Central,5,2,12.929171300288386,15.39,normal
410,0.0,5,23.29,Office Supplies,EU,Consumer,First Class,South,8,3,14.449379033950603,59.24,normal
65,0.3,2,0.0,Office Supplies,APAC,Corporate,Standard Class,Southeast Asia,11,4,-3.344852794475528,-2.17,normal
233,0.4,2,90.65,Office Supplies,APAC,Consumer,Second Class,West,10,4,-13.446694271031927,-31.33,normal
93,0.0,1,159.31,Office Supplies,US,Home Office,Second Class,Southeast Asia,9,3,18.454996749142428,17.16,normal
146,0.8,4,37.61,Office Supplies,EU,Home Office,First Class,EMEA,2,1,-33.30630917667432,-48.63,normal
256,0.2,5,0.0,Office Supplies,EU,Corporate,Standard Class,West,10,4,3.1126592299816886,7.97,normal
123,0.2,5,0.0,Furniture,LATAM,Consumer,Second Class,EMEA,4,2,1.20192491501951,1.48,normal
181,0.4,7,41.16,Furniture,US,Consumer,Standard Class,Central,11,4,-14.364228761711013,-26.0,normal
551,0.6,3,89.62,Office Supplies,APAC,Consumer,First Class,Oceania,5,2,-19.630932080601912,-108.17,normal
155,0.2,5,53.6,Office Supplies,APAC,Consumer,Standard Class,Caribbean,7,3,1.898776061945451,2.94,normal
481,0.0,1,26.24,Furniture,EU,Corporate,Standard Class,South,6,2,9.310243378058425,44.78,normal
99,0.0,3,0.0,Office Supplies,LATAM,Corporate,Second Class,North,11,4,16.720342480066197,16.55,normal
376,0.47,5,0.0,Furniture,LATAM,Home Office,First Class,Oceania,3,1,-11.724978423594576,-44.09,normal
781,0.0,5,74.2,Furniture,US,Consumer,Standard Class,Africa,9,3,14.174488120457495,110.7,normal
34,0.0,3,78.73,Office Supplies,US,Corporate,Standard Class,East,3,1,17.76893269542129,6.04,normal
130,0.0,3,0.0,Office Supplies,EMEA,Consumer,Standard Class,Southeast Asia,10,4,13.438108180313103,17.47,normal
391,0.0,1,117.47,Furniture,EU,Consumer,Same Day,Central,12,4,7.207140812494631,28.18,normal
209,0.2,3,59.27,Office Supplies,APAC,Consumer,Second Class,Canada,7,3,7.470412566299523,15.61,normal
331,0.15,6,106.57,Office Supplies,LATAM,Consumer,First Class,West,8,3,12.163544668214278,40.26,normal
152,0.0,5,0.0,Office Supplies,Africa,Consumer,Standard Class,East,12,4,19.628420321309047,29.84,normal
264,0.0,5,0.0,Office Supplies,EU,Corporate,Standard Class,Oceania,8,3,13.99264218306075,36.94,normal
217,0.0,4,17.84,Technology,US,Home Office,Second Class,East,8,3,14.536096983813467,31.54,normal
627,0.5,3,55.18,Technology,APAC,Consumer,First Class,Central,9,3,-15.197048093458701,-95.29,normal
302,0.2,2,129.3,Furniture,EU,Consumer,Standard Class,EMEA,10,4,-5.0511977028421455,-15.25,normal
322,0.0,5,66.83,Office Supplies,APAC,Consumer,First Class,North Asia,3,1,14.677864144769863,47.26,normal
177,0.6,4,12.47,Office Supplies,EU,Corporate,Standard Class,Central,11,4,-16.182966125752635,-28.64,normal
166,0.7,5,0.0,Office Supplies,Africa,Consumer,Standard Class,Central,7,3,-27.42498789561673,-45.53,normal
174,0.7,2,96.85,Office Supplies,Africa,Corporate,Standard Class,Southeast Asia,2,1,-26.093031298955175,-45.4,normal
337,0.17,1,0.0,Office Supplies,EU,Home Office,Standard Class,East,11,4,8.926790892912624,30.08,normal
176,0.0,6,119.68,Furniture,EU,Home Office,Standard Class,Central,6,2,10.7877140645028,18.99,normal
310,0.4,2,10.08,Furniture,Africa,Consumer,Standard Class,East,3,1,-5.893405629841215,-18.27,normal
1296,0.0,2,117.51,Office Supplies,US,Home Office,Standard Class,Oceania,9,3,20.97628322249236,271.85,normal
494,0.6,5,65.28,Office Supplies,APAC,Corporate,First Class,North,12,4,-21.393334016041447,-105.68,normal
189,0.1,3,18.53,Office Supplies,EU,Consumer,Standard Class,East,12,4,7.267397207942361,13.74,normal
644,0.4,6,0.0,Office Supplies,LATAM,Corporate,Standard Class,EMEA,12,4,-6.908285860829061,-44.49,normal
177,0.2,5,6.84,Technology,EU,Home Office,Standard Class,Central,11,4,4.9574251724434255,8.77,normal
48,0.0,5,50.92,Office Supplies,EU,Consumer,Standard Class,South,1,1,11.530334348797991,5.53,normal
110,0.0,1,30.8,Furniture,EU,Consumer,Second Class,North,6,2,15.843715960568941,17.43,normal
55,0.8,6,0.0,Technology,LATAM,Consumer,Standard Class,North,11,4,-26.35065783816876,-14.49,normal
186,0.47,4,16.89,Office Supplies,APAC,Corporate,Second Class,Southeast Asia,6,2,-12.733465188709317,-23.68,normal
250,0.0,3,30.88,Technology,EU,Consumer,Second Class,Southeast Asia,9,3,14.211405738815467,35.53,normal
942,0.0,4,0.0,Office Supplies,EMEA,Home Office,Standard Class,Africa,9,3,11.311421246347841,106.55,normal
320,0.0,1,52.63,Office Supplies,US,Corporate,Standard Class,Southeast Asia,6,2,15.321687865257458,49.03,normal
206,0.1,4,0.0,Office Supplies,LATAM,Corporate,Standard Class,Central,12,4,7.500386896484903,15.45,normal
478,0.6,1,0.0,Office Supplies,Africa,Consumer,Standard Class,Central,8,3,-22.023278796424826,-105.27,normal
42,0.0,1,0.0,Technology,Africa,Corporate,Second Class,East,8,3,21.06588946518001,8.85,normal
297,0.0,1,0.0,Office Supplies,APAC,Consumer,Standard Class,Central,12,4,17.199537952267672,51.08,normal
456,0.6,6,0.0,Technology,APAC,Consumer,Standard Class,South,8,3,-13.86557195850716,-63.23,normal
75,0.1,2,0.0,Office Supplies,US,Corporate,Standard Class,West,4,2,6.028130329868227,4.52,normal
615,0.0,7,138.29,Office Supplies,EMEA,Consumer,Standard Class,EMEA,8,3,13.970425293939865,85.92,normal
323,0.2,2,0.0,Furniture,Africa,Corporate,Standard Class,North Asia,11,4,2.276945086380338,7.35,normal
176,0.0,1,36.56,Office Supplies,EMEA,Consumer,Standard Class,South,11,4,16.344235023038674,28.77,normal
408,0.0,1,49.32,Office Supplies,EU,Consumer,Standard Class,Central,11,4,19.597141147762866,79.96,normal
1516,0.0,6,33.89,Office Supplies,EU,Consumer,Standard Class,South,10,4,16.26161011771221,246.53,normal
285,0.1,3,21.94,Office Supplies,APAC,Home Office,Second Class,Africa,5,2,14.544327312316657,41.45,normal
300,0.7,2,0.0,Office Supplies,LATAM,Corporate,First Class,EMEA,11,4,-25.379946594830578,-76.14,normal
170,0.2,4,109.51,Technology,EU,Corporate,Standard Class,North,12,4,9.18650234276598,15.62,normal
124,0.4,5,129.92,Office Supplies,US,Consumer,Standard Class,North Asia,4,2,-9.970544840353371,-12.36,normal
478,0.0,6,0.0,Office Supplies,EU,Consumer,Same Day,North Asia,3,1,15.042861635651967,71.9,normal
124,0.0,7,0.0,Furniture,US,Home Office,Standard Class,South,12,4,14.732833211518425,18.27,normal
261,0.0,3,10.34,Office Supplies,LATAM,Consumer,Standard Class,North,11,4,19.838934511779165,51.78,normal
168,0.0,1,0.0,Furniture,EU,Consumer,Standard Class,Africa,12,4,14.187710847932259,23.84,normal
361,0.1,3,55.37,Office Supplies,APAC,Corporate,Second Class,Central Asia,12,4,8.750484684196142,31.59,normal
321,0.35,4,0.0,Office Supplies,LATAM,Consumer,Standard Class,Canada,8,3,-1.867994911414975,-6.0,normal
565,0.0,1,150.43,Furniture,US,Corporate,Same Day,South,9,3,5.424064031160357,30.65,normal
163,0.0,1,94.59,Office Supplies,US,Corporate,Second Class,West,8,3,10.73329649547938,17.5,normal
198,0.4,4,38.56,Technology,Africa,Consumer,Second Class,EMEA,2,1,-3.955097328994833,-7.83,normal
112,0.0,3,85.22,Office Supplies,LATAM,Consumer,Second Class,Central,10,4,15.042325068759375,16.85,normal
172,0.0,4,89.74,Office Supplies,EU,Consumer,Standard Class,Central,8,3,16.816540953372495,28.92,normal
333,0.1,2,0.0,Office Supplies,LATAM,Home Office,Standard Class,North,9,3,9.193222567295827,30.61,normal
451,0.2,3,0.0,Office Supplies,EU,Corporate,First Class,North,8,3,4.712837083811618,21.25,normal
117,0.0,1,30.85,Furniture,EMEA,Consumer,Same Day,Central,8,3,9.556791537020429,11.18,normal
494,0.0,6,75.74,Office Supplies,US,Consumer,Standard Class,Oceania,4,2,16.711458258239073,82.55,normal
729,0.4,6,34.34,Furniture,EMEA,Corporate,First Class,South,5,2,-9.016756415377246,-65.73,normal
343,0.0,1,0.0,Furniture,APAC,Corporate,Standard Class,Africa,4,2,15.661651811793698,53.72,normal
1106,0.0,1,0.0,Office Supplies,EMEA,Consumer,Standard Class,South,4,2,21.040662883946098,232.71,normal
132,0.4,1,22.14,Office Supplies,APAC,Consumer,Standard Class,Central,12,4,-8.26770466949284,-10.91,normal
91,0.0,2,22.04,Furniture,EMEA,Consumer,Standard Class,EMEA,4,2,12.821733260541537,11.67,normal
59,0.4,3,139.4,Furniture,LATAM,Corporate,Standard Class,South,5,2,-16.569517392521544,-9.78,normal
815,0.0,1,0.0,Office Supplies,LATAM,Home Office,Standard Class,North,9,3,13.405765796584724,109.26,normal
416,0.27,1,55.34,Office Supplies,EU,Consumer,Standard Class,Central,9,3,-1.7792462220198408,-7.4,normal
235,0.0,1,111.7,Office Supplies,Africa,Corporate,Standard Class,North,4,2,18.150958656829065,42.65,normal
308,0.0,4,156.52,Technology,APAC,Consumer,Standard Class,Central,11,4,16.166996627731113,49.79,normal
100,0.0,4,3.21,Office Supplies,LATAM,Consumer,Same Day,Oceania,11,4,17.389020059246498,17.39,normal
1744,0.0,2,54.53,Technology,EMEA,Consumer,Standard Class,West,5,2,17.99513484910986,313.84,normal
273,0.7,4,59.02,Office Supplies,LATAM,Home Office,Standard Class,Central,6,2,-27.531504345344285,-75.16,normal
269,0.37,2,37.58,Office Supplies,APAC,Consumer,Standard Class,North,12,4,-6.45331809260023,-17.36,normal
440,0.0,3,20.71,Office Supplies,EU,Corporate,Standard Class,Central,11,4,13.826530883241473,60.84,normal
362,0.0,7,51.36,Office Supplies,LATAM,Consumer,Second Class,Africa,10,4,13.712888255722003,49.64,normal
294,0.1,7,0.0,Office Supplies,Africa,Consumer,Standard Class,South,2,1,3.8856422826296564,11.42,normal
130,0.5,1,65.46,Office Supplies,US,Consumer,Second Class,North,7,3,-15.743862621983668,-20.47,normal
359,0.2,5,33.61,Office Supplies,EU,Corporate,Standard Class,North,9,3,1.5600955615538203,5.6,normal
1110,0.0,5,13.63,Office Supplies,Africa,Consumer,Standard Class,Central Asia,4,2,13.452057031952762,149.32,normal
723,0.0,1,143.65,Office Supplies,EU,Corporate,Standard Class,Africa,7,3,16.25061918777012,117.49,normal
881,0.1,5,0.0,Furniture,APAC,Consumer,Standard Class,Africa,9,3,7.975895858371529,70.27,normal
163,0.0,7,3.28,Office Supplies,LATAM,Consumer,Standard Class,EMEA,6,2,15.696583513926983,25.59,normal
111,0.2,1,140.49,Office Supplies,EU,Consumer,Standard Class,Central Asia,11,4,5.986245571348423,6.64,normal
222,0.0,1,0.0,Office Supplies,APAC,Consumer,Standard Class,Southeast Asia,11,4,16.726685777491095,37.13,normal
257,0.4,6,0.0,Furniture,Africa,Consumer,Standard Class,South,6,2,-12.885168569416926,-33.11,normal
591,0.0,4,17.95,Office Supplies,US,Consumer,Same Day,East,11,4,13.61143114285686,80.44,normal
63,0.2,5,74.55,Technology,LATAM,Corporate,Standard Class,EMEA,3,1,6.938466710300539,4.37,normal
837,0.0,4,38.28,Technology,EU,Corporate,Standard Class,East,11,4,19.721301329705703,165.07,normal
217,0.2,4,0.0,Office Supplies,US,Consumer,Standard Class,East,4,2,7.193532921094495,15.61,normal
175,0.0,1,0.0,Office Supplies,Africa,Consumer,Standard Class,Central,2,1,18.573519134820287,32.5,normal
109,0.2,6,0.0,Technology,EMEA,Consumer,Standard Class,West,9,3,4.375580980478492,4.77,normal
65,0.0,6,21.95,Office Supplies,EU,Consumer,First Class,South,8,3,14.693981159618215,9.55,normal
476,0.0,3,50.78,Office Supplies,US,Consumer,Same Day,South,12,4,17.01305341475331,80.98,normal
261,0.2,3,50.34,Technology,EU,Home Office,Standard Class,South,6,2,9.203993334176916,24.02,normal
87,0.1,1,0.0,Office Supplies,EU,Consumer,Standard Class,West,6,2,11.816908406114376,10.28,normal
87,0.6,5,87.34,Furniture,APAC,Consumer,Standard Class,South,8,3,-24.19163349849404,-21.05,normal
188,0.0,5,40.85,Office Supplies,APAC,Consumer,Second Class,Central,8,3,11.237932042714451,21.13,normal
936,0.6,3,105.71,Furniture,EU,Consumer,Standard Class,West,6,2,-26.996809128736775,-252.69,normal
200,0.0,6,51.83,Office Supplies,LATAM,Corporate,Standard Class,Central,10,4,15.817900542958244,31.64,normal
74,0.0,3,89.48,Office Supplies,APAC,Consumer,Standard Class,Central,11,4,16.026676738273036,11.86,normal
202,0.0,5,53.11,Office Supplies,US,Consumer,Second Class,South,11,4,11.703961879696845,23.64,normal
198,0.0,1,103.51,Furniture,APAC,Corporate,Standard Class,EMEA,12,4,12.133708832667814,24.02,normal
28,0.4,3,56.3,Office Supplies,EU,Consumer,Standard Class,North,5,2,-7.10632692908465,-1.99,normal
236,0.1,3,20.77,Office Supplies,EU,Corporate,Second Class,Central,10,4,5.546320027478568,13.09,normal
204,0.4,4,156.58,Office Supplies,Africa,Corporate,Standard Class,Caribbean,7,3,-5.685008394586756,-11.6,normal
430,0.0,3,77.31,Technology,EU,Consumer,First Class,West,10,4,16.867406554320524,72.53,normal
1081,0.0,3,59.25,Office Supplies,APAC,Corporate,Standard Class,South,8,3,18.772839337729952,202.93,normal
607,0.0,5,0.0,Office Supplies,EU,Consumer,Second Class,South,12,4,13.3996426626723,81.34,normal
198,0.0,2,0.0,Office Supplies,EMEA,Corporate,Second Class,North,10,4,11.920123551347462,23.6,normal
101,0.0,1,43.15,Office Supplies,Canada,Consumer,Standard Class,Africa,12,4,13.625589030474842,13.76,normal
1931,0.0,7,34.71,Office Supplies,EU,Consumer,Second Class,Central,11,4,14.71455563076804,284.14,normal
258,0.0,7,0.0,Office Supplies,LATAM,Corporate,Standard Class,Central,12,4,13.834560279685558,35.69,normal
249,0.2,1,34.45,Technology,Africa,Home Office,First Class,East,11,4,5.35199573528066,13.33,normal
241,0.1,5,117.4,Office Supplies,APAC,Home Office,Standard Class,South,8,3,10.00189544902857,24.1,normal
288,0.32,2,66.22,Office Supplies,US,Corporate,Second Class,EMEA,5,2,-4.713538109389198,-13.57,normal
219,0.47,4,0.0,Office Supplies,LATAM,Consumer,Standard Class,East,6,2,-13.39833718185602,-29.34,normal
155,0.2,4,19.99,Furniture,APAC,Consumer,Same Day,Oceania,1,1,-5.1276791976077885,-7.95,normal
159,0.0,3,0.0,Furniture,LATAM,Consumer,Standard Class,South,8,3,13.175094048031418,20.95,normal
240,0.2,2,4.16,Technology,LATAM,Consumer,Same Day,Oceania,8,3,5.732390106924996,13.76,normal
159,0.4,2,2.68,Office Supplies,US,Consumer,First Class,Central,8,3,-4.169121058551387,-6.63,normal
139,0.0,1,0.0,Office Supplies,Africa,Home Office,Standard Class,West,12,4,12.181304498238125,16.93,normal
268,0.0,2,0.0,Office Supplies,LATAM,Consumer,First Class,North,12,4,9.575114014501457,25.66,normal
201,0.6,3,19.06,Office Supplies,EMEA,Consumer,Same Day,Southeast Asia,4,2,-19.145794518209875,-38.48,normal
821,0.0,2,0.0,Office Supplies,APAC,Consumer,Standard Class,Central Asia,6,2,16.039581054939003,131.68,normal
29,0.2,5,0.0,Technology,EU,Home Office,Standard Class,Central Asia,7,3,2.9747009384065626,0.86,normal
590,0.2,7,144.0,Furniture,APAC,Corporate,Standard Class,North Asia,6,2,-4.589246865012274,-27.08,normal
667,0.0,2,88.76,Furniture,Africa,Corporate,Standard Class,North,11,4,16.61219019205287,110.8,normal
46,0.0,4,4.81,Office Supplies,US,Consumer,Standard Class,EMEA,8,3,19.242331171820346,8.85,normal
187,0.0,5,27.45,Technology,US,Home Office,Standard Class,North,9,3,10.537629723881611,19.71,normal
183,0.0,5,0.0,Office Supplies,EMEA,Consumer,Standard Class,Oceania,11,4,13.625330912230497,24.93,normal
79,0.0,4,123.54,Office Supplies,US,Home Office,Standard Class,North Asia,11,4,19.992576164351696,15.79,normal
132,0.6,5,135.08,Technology,Africa,Consumer,Standard Class,Central,3,1,-19.4281876733336,-25.65,normal
101,0.0,5,35.35,Office Supplies,US,Consumer,First Class,North Asia,10,4,13.528163297920042,13.66,normal
1001,0.0,1,85.02,Office Supplies,Africa,Consumer,Second Class,Southeast Asia,7,3,14.151722017111895,141.66,normal
521,0.0,5,36.42,Office Supplies,EU,Corporate,Standard Class,Caribbean,6,2,11.637309078695523,60.63,normal
681,0.15,5,0.0,Technology,APAC,Consumer,Second Class,North Asia,1,1,3.8856727673158673,26.46,normal
439,0.0,2,2.78,Technology,EU,Home Office,Second Class,South,8,3,21.157641932204246,92.88,normal
99,0.0,4,33.93,Office Supplies,APAC,Consumer,Same Day,Central,6,2,9.471189281256972,9.38,normal
162,0.7,5,0.33,Furniture,EU,Consumer,Standard Class,Central,5,2,-29.258185643673734,-47.4,normal
364,0.6,3,13.85,Office Supplies,EU,Consumer,Standard Class,South,10,4,-18.34026152172705,-66.76,normal
92,0.0,6,21.14,Office Supplies,US,Consumer,First Class,Africa,11,4,10.646321103296525,9.79,normal
436,0.4,9,21.74,Technology,APAC,Consumer,First Class,Southeast Asia,5,2,-8.772805207785215,-38.25,normal
203,0.0,2,29.37,Technology,APAC,Consumer,Second Class,North Asia,1,1,21.63953756517477,43.93,normal
182,0.0,1,0.0,Furniture,EU,Corporate,Second Class,Africa,11,4,13.59867516068112,24.75,normal
435,0.0,4,0.0,Office Supplies,Africa,Consumer,Standard Class,Central,1,1,13.148142879363338,57.19,normal
351,0.0,5,0.0,Technology,LATAM,Home Office,Standard Class,Central,12,4,21.606747010083513,75.84,normal
184,0.1,3,82.4,Office Supplies,EU,Corporate,Standard Class,Central,9,3,12.619607170362908,23.22,normal
623,0.0,7,0.0,Furniture,US,Corporate,Standard Class,EMEA,6,2,12.807158079047122,79.79,normal
103,0.0,1,92.47,Office Supplies,EU,Consumer,First Class,North,5,2,12.299519316379012,12.67,normal
403,0.1,5,105.81,Technology,LATAM,Consumer,Standard Class,Central,1,1,10.759653889584614,43.36,normal
396,0.4,2,9.06,Office Supplies,LATAM,Consumer,Standard Class,EMEA,5,2,-8.14083976813383,-32.24,normal
192,0.0,7,0.0,Office Supplies,LATAM,Corporate,First Class,Central,3,1,14.434215512557536,27.71,normal
319,0.2,8,5.67,Office Supplies,Africa,Home Office,Standard Class,Oceania,9,3,5.816871534704554,18.56,normal
90,0.0,2,22.7,Office Supplies,APAC,Consumer,Same Day,North,4,2,10.41067775967199,9.37,normal
516,0.4,2,0.0,Office Supplies,LATAM,Consumer,Same Day,North,8,3,-13.482790587198716,-69.57,normal
212,0.2,5,0.0,Furniture,APAC,Home Office,Standard Class,EMEA,9,3,0.5426133344472973,1.15,normal
162,0.002,3,114.05,Office Supplies,LATAM,Consumer,Standard Class,Central Asia,6,2,13.405366758579287,21.72,normal
570,0.0,3,64.47,Technology,US,Corporate,Standard Class,Central,1,1,16.118854155906778,91.88,normal
140,0.0,4,0.0,Office Supplies,APAC,Corporate,Standard Class,North,1,1,9.695829842476808,13.57,normal
79,0.0,1,0.0,Office Supplies,APAC,Home Office,Standard Class,West,1,1,15.058637534394546,11.9,normal
70,0.0,3,7.64,Office Supplies,EU,Consumer,Standard Class,Africa,10,4,14.841734675997703,10.39,normal
400,0.0,2,14.15,Office Supplies,APAC,Consumer,Same Day,Central Asia,6,2,16.96043694585522,67.84,normal
88,0.5,2,54.81,Office Supplies,APAC,Corporate,Standard Class,EMEA,11,4,-14.793281600637084,-13.02,normal
1003,0.0,7,0.0,Office Supplies,EMEA,Home Office,Second Class,North,7,3,14.60218776527851,146.46,normal
46,0.0,1,55.68,Office Supplies,US,Consumer,Standard Class,Central,8,3,18.53100191037101,8.52,normal
957,0.4,5,137.25,Office Supplies,Africa,Consumer,Standard Class,Africa,8,3,-12.937401910345649,-123.81,normal
291,0.0,3,73.1,Office Supplies,EMEA,Corporate,First Class,South,10,4,16.609167656542727,48.33,normal
228,0.4,3,23.62,Office Supplies,US,Home Office,Standard Class,Central,5,2,-14.013441494386047,-31.95,normal
159,0.0,5,15.88,Office Supplies,APAC,Home Office,Standard Class,Africa,3,1,12.484914359997576,19.85,normal
339,0.0,4,5.94,Furniture,US,Home Office,Second Class,North,9,3,8.362028602130058,28.35,normal
239,0.0,5,94.02,Furniture,EMEA,Consumer,Second Class,Central,6,2,14.345827606355755,34.29,normal
595,0.0,6,0.0,Technology,US,Consumer,Second Class,West,7,3,17.80376929921382,105.93,normal
270,0.5,3,28.97,Office Supplies,EU,Corporate,Standard Class,Africa,9,3,-15.040509733778931,-40.61,normal
277,0.0,2,29.31,Technology,LATAM,Home Office,Standard Class,Central,8,3,14.679801036811646,40.66,normal
184,0.0,1,0.0,Furniture,EMEA,Consumer,Same Day,North,9,3,11.100919512201333,20.43,normal
235,0.0,2,0.0,Technology,US,Consumer,First Class,West,8,3,15.709604090072665,36.92,normal
315,0.0,10,44.88,Office Supplies,Africa,Corporate,Standard Class,North,10,4,16.150365044562648,50.87,normal
62,0.5,6,22.88,Technology,APAC,Consumer,First Class,EMEA,10,4,-14.973273405994842,-9.28,normal
83,0.0,1,55.04,Furniture,LATAM,Consumer,Standard Class,South,8,3,15.989383095615228,13.27,normal
446,0.1,1,0.0,Office Supplies,APAC,Consumer,Standard Class,Africa,10,4,3.9732586511277166,17.72,normal
282,0.27,5,96.32,Technology,US,Corporate,Standard Class,Central Asia,11,4,-0.619559497369687,-1.75,normal
212,0.0,5,0.0,Office Supplies,APAC,Corporate,Standard Class,Oceania,7,3,20.03160152989829,42.47,normal
250,0.47,5,124.47,Office Supplies,APAC,Consumer,Standard Class,Central,7,3,-14.505416243886103,-36.26,normal
325,0.0,3,0.0,Office Supplies,Canada,Corporate,Standard Class,North,11,4,11.055364006786764,35.93,normal
160,0.0,3,51.29,Technology,APAC,Corporate,Standard Class,North Asia,9,3,18.657214687613006,29.85,normal
132,0.0,4,53.62,Office Supplies,EMEA,Corporate,Second Class,Central,2,1,13.573823273356373,17.92,normal
288,0.1,4,0.0,Office Supplies,LATAM,Corporate,Second Class,Caribbean,12,4,6.492389233145083,18.7,normal
